#{"t_start": 1783066693.586284, "env_id": "None"}
r,l,t-1-36.146198,97,6.68411
-466.539427,2217,67.430018
-368.06993,2037,68.496565
27.181046,2071,69.801233
86.946773,602,70.183107
101.075947,708,70.624911
101.170442,763,70.979403
106.337643,1270,72.856928
75.931249,720,73.275016
66
22.656611,1992,63.601775
70.513301,1300,64.53846
27.051772,721,64.984204
63.192281,1212,65.598577
64.338029,1454,66.282846
-255.99446,1895,67.352218
95.068239,818,67.816416
-215.338,1816,68.81765
98.948622,1264,69.644889
133.021221,900,70.135156
65.765077,264,70.230024
-22.045369,79,70.258243
82.488511,1752,71.732091
56.008418,1409,73.241998
8984,1068,64.043397
92.426527,1655,65.112727
62.71879,907,65.615806
63.136765,698,66.034621
95.17811,1170,66.664184
59.188419,643,66.897882
52.942812,218,67.150049
78.725553,1483,67.849664
44.426764,1487,68.551444
68.869028,254,68.823801
61.222505,556,69.017909
53.824729,175,69.079517
60.176582,622,69.683795
-31.342507,124,69.729294
98.167861,1038,70.267044
58.255586,690,70.711537
45.896173,1473,71.969031
-133.584985,1830,73.74064
47825,747,67.141926
73.489906,1446,67.828795
21.15867,1563,68.557187
62.47304,303,68.847127
-146.917391,1870,70.060792
-153.489975,1997,71.539048
-243.83334,2053,73.555043
55.007291,168,73.614648
